label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17
5.0,-0.9222756,0.3940159,0.5518607,0.421975,0.22821662,-0.57808334,0.64492655,0.605629,-0.011379445,0.4899534,0.8915922,-0.7404737,0.49253666,-0.65637606,-0.41194722,0.6037853,0.023003459,0.4192891,0.736676,0.61176974,0.59343994,0.6350758,0.5717516,0.55751914,0.5506964,0.68909997,0.6497265,0.3892576,0.5454201,0.5586217,0.43272188,0.6635701,0.53677493,0.77447146
3.0,-0.9144119,0.38935238,0.53980565,0.41575056,0.21947551,-0.5715301,0.6399491,0.60060924,-0.005206421,0.48235202,0.8815627,-0.73762447,0.48453444,-0.648303,-0.4140713,0.59596574,0.018288001,0.4213418,0.7396598,0.6139496,0.6006944,0.6368018,0.57379466,0.55957144,0.5546046,0.699507,0.6483178,0.39429322,0.54957306,0.56090075,0.4414949,0.66711956,0.54092103,0.7768409
3.0,-0.9189557,0.39168066,0.54565793,0.41831294,0.22295699,-0.57512224,0.6428618,0.6035759,-0.007931225,0.4862727,0.8867892,-0.7394893,0.48832595,-0.6521351,-0.41387656,0.6000314,0.02028428,0.41979364,0.73797053,0.61264646,0.59716463,0.6355436,0.5722547,0.5582433,0.55223477,0.6949102,0.64835364,0.39158455,0.5470008,0.5591339,0.43713173,0.6651554,0.5387879,0.7755002
1.0,-0.91793823,0.39113873,0.5441176,0.41750318,0.2220226,-0.5743651,0.6422701,0.60282373,-0.0072152335,0.4853596,0.885608,-0.7391124,0.4874698,-0.6512581,-0.41402742,0.59881127,0.019714788,0.4201551,0.7383274,0.612911,0.5980429,0.63565296,0.57251847,0.55855143,0.55267686,0.69625074,0.64820486,0.39218962,0.5476585,0.55936164,0.43817502,0.665599,0.5394067,0.77583855
4.0,-0.92195255,0.39376283,0.5510893,0.42145094,0.22754803,-0.57780975,0.6447613,0.605384,-0.0109431,0.4895568,0.8910959,-0.74040157,0.49208248,-0.6559058,-0.41224873,0.60324246,0.022642896,0.41932437,0.7367917,0.61184055,0.5938809,0.6350225,0.5717364,0.55758756,0.55079406,0.6898994,0.64948076,0.3894914,0.5456052,0.5585606,0.43321958,0.66372734,0.5370534,0.7745966
7.0,-0.92091703,0.39323092,0.5499114,0.42095807,0.22685108,-0.57696193,0.64404917,0.60476065,-0.010401918,0.48868418,0.88988936,-0.7399635,0.49122167,-0.6550624,-0.41221526,0.6024799,0.022257775,0.41968736,0.7371836,0.61215174,0.5946198,0.63540536,0.5721661,0.55788904,0.5513845,0.69072026,0.64956516,0.39010802,0.5461556,0.5590811,0.43415797,0.6641631,0.5374672,0.774865
7.0,-0.92242754,0.393946,0.5513566,0.42143425,0.22755265,-0.5781856,0.64512223,0.6056445,-0.011005353,0.4898696,0.89156157,-0.7406466,0.49233812,-0.6561401,-0.41248256,0.60340625,0.022655383,0.41909716,0.7366106,0.6116814,0.593688,0.6347404,0.57143664,0.5574282,0.55047005,0.68988955,0.64925843,0.38923976,0.5453511,0.5581766,0.4329345,0.66354334,0.5369562,0.7744999
2.0,-0.9151788,0.3898247,0.5411054,0.41629657,0.22048086,-0.57222533,0.6404334,0.60107356,-0.005938925,0.48313153,0.8825947,-0.73791,0.48544937,-0.6492113,-0.41369098,0.5966379,0.018796757,0.4212328,0.7393549,0.61372805,0.59990835,0.63656694,0.5736529,0.5594016,0.55418056,0.69831544,0.64851797,0.39376336,0.54921985,0.5606741,0.4405274,0.6667272,0.5405599,0.7765782
2.0,-0.91926974,0.3921556,0.5468719,0.41916513,0.22448245,-0.5756047,0.64309067,0.6036154,-0.008780336,0.4869489,0.8876605,-0.7394456,0.48934948,-0.6531485,-0.41303912,0.6003952,0.020967796,0.42004228,0.73779136,0.61257005,0.596393,0.63551354,0.57240534,0.55829513,0.5520757,0.6936009,0.64892757,0.39120293,0.54707515,0.559258,0.4362323,0.66492885,0.53855115,0.77542317
6.0,-0.9206924,0.3929261,0.5487972,0.42008987,0.22573939,-0.5767429,0.64400715,0.604536,-0.009719353,0.48822683,0.8893601,-0.74001354,0.49062318,-0.6544329,-0.41286922,0.601699,0.021665901,0.41959298,0.7372592,0.6121653,0.5952288,0.6351427,0.5719482,0.5578977,0.5513423,0.6920363,0.64901257,0.39033762,0.54629236,0.5587371,0.4348067,0.6643105,0.5378605,0.7750052
7.0,-0.9224953,0.39411545,0.55191594,0.42190024,0.22821254,-0.5783012,0.6451294,0.60569245,-0.011381339,0.49010527,0.8918426,-0.74058723,0.49269986,-0.6565125,-0.41207284,0.6037189,0.022982582,0.41920483,0.73657876,0.61168444,0.593367,0.63486356,0.57157606,0.5574555,0.5505015,0.68921304,0.64958364,0.38912627,0.54535383,0.55836827,0.43258914,0.66348195,0.5367897,0.77445483
1.0,-0.9190925,0.3919921,0.5465249,0.41898394,0.22408977,-0.5753843,0.6429478,0.6035692,-0.008549808,0.48671073,0.8873288,-0.7394019,0.4890113,-0.6528249,-0.41321236,0.60032445,0.02079843,0.42001262,0.7378788,0.61262697,0.59662765,0.6356138,0.5724368,0.55830973,0.55220205,0.69390666,0.6488372,0.39135954,0.54708964,0.55933243,0.436528,0.66502863,0.53860706,0.7754575
7.0,-0.9204993,0.39289814,0.5488365,0.42026508,0.22590911,-0.57660645,0.64384884,0.60443425,-0.009774042,0.4881534,0.8892369,-0.7398684,0.4905942,-0.65441054,-0.41268155,0.60176027,0.021754697,0.4197041,0.737335,0.61224145,0.5952285,0.6353252,0.5721083,0.55796665,0.55150825,0.6918688,0.64920175,0.39042014,0.54638916,0.5589713,0.43484554,0.6643821,0.5378368,0.7750461
7.0,-0.9159833,0.39034212,0.542526,0.41708177,0.22159806,-0.5729053,0.6409236,0.6015913,-0.0066955537,0.4839782,0.8836758,-0.73816735,0.48636228,-0.6501464,-0.41333464,0.5975389,0.019389033,0.42107165,0.7390419,0.6135164,0.59906185,0.6364582,0.57351995,0.559212,0.55381155,0.69699985,0.6487855,0.3932248,0.5488115,0.5605405,0.4395255,0.6663469,0.54008335,0.77632123
1.0,-0.90055305,0.38113707,0.5191151,0.4049825,0.20457634,-0.55991375,0.6309625,0.5924084,0.004665292,0.46875983,0.86406034,-0.7331104,0.4709556,-0.63431174,-0.41623443,0.58251476,0.010265842,0.4251846,0.74514574,0.6177501,0.6133655,0.6397378,0.57751435,0.5632268,0.56141824,0.716595,0.6462188,0.40316775,0.55652684,0.5648155,0.45678842,0.67326,0.5481034,0.7805009
7.0,-0.91908777,0.39203405,0.54662263,0.4190304,0.22428179,-0.57542956,0.6429574,0.60352796,-0.00865769,0.48676747,0.88740295,-0.739389,0.48914385,-0.652953,-0.41306952,0.6002608,0.020867333,0.42008764,0.7378647,0.61262405,0.5965538,0.63558376,0.57247686,0.558342,0.55218226,0.6937771,0.6489114,0.39132762,0.5471535,0.5593431,0.43643537,0.6650088,0.5386284,0.7754581
1.0,-0.91968846,0.39229602,0.54713607,0.41917703,0.22446373,-0.57589483,0.6433789,0.6038918,-0.008841842,0.48720956,0.88802737,-0.73967206,0.48952442,-0.6533253,-0.41324857,0.6006331,0.020985603,0.4198229,0.73764145,0.6124369,0.59622276,0.6353228,0.5721689,0.558146,0.5518233,0.6935256,0.648749,0.39099777,0.546814,0.558973,0.4359958,0.664772,0.5384263,0.7753147
5.0,-0.922519,0.39358312,0.5498212,0.4200176,0.22562599,-0.57812387,0.6453501,0.60562277,-0.009925211,0.48937672,0.8910599,-0.74097806,0.49147785,-0.65522283,-0.41383594,0.6024787,0.021682426,0.41865653,0.73658305,0.6115663,0.5945206,0.6341382,0.5708093,0.55725837,0.5501379,0.6919757,0.6481459,0.38940072,0.5452246,0.55731887,0.4337646,0.6636107,0.53743,0.77459997
5.0,-0.92304844,0.39434463,0.55248374,0.42211518,0.22841427,-0.57868904,0.64548373,0.6060864,-0.01160316,0.49051172,0.8923916,-0.74084437,0.4930219,-0.65683675,-0.4121882,0.60421056,0.023130149,0.41894877,0.73638684,0.6115246,0.59303254,0.63470703,0.5713368,0.55726993,0.5502152,0.6888219,0.6494865,0.38883495,0.54498917,0.5581071,0.43217087,0.6632621,0.5365419,0.77428806
1.0,-0.91912955,0.39192683,0.54610515,0.41857895,0.22365165,-0.575426,0.6430482,0.6035163,-0.008292193,0.48661536,0.88726217,-0.7395014,0.48887646,-0.6526678,-0.4135288,0.59994906,0.02054736,0.41993645,0.7378513,0.6125801,0.59682655,0.6353722,0.57225287,0.55828094,0.5520657,0.694494,0.64853495,0.39137408,0.547115,0.5590427,0.4367061,0.665036,0.5387846,0.77549905
6.0,-0.91894364,0.39209807,0.5472419,0.41964215,0.22500205,-0.5752975,0.6427378,0.60356456,-0.009091387,0.48686814,0.8874175,-0.73920983,0.4893297,-0.65318716,-0.4124846,0.6007736,0.021260902,0.42027417,0.73793226,0.61272275,0.5962616,0.6359964,0.57284087,0.55843115,0.5524423,0.6928109,0.6494347,0.39134812,0.5471805,0.5598644,0.43619102,0.6650226,0.53838897,0.7753952
7.0,-0.921604,0.39345145,0.5500198,0.42071006,0.22657296,-0.5775174,0.64462185,0.6050842,-0.01030512,0.48906308,0.8905063,-0.7403472,0.49148577,-0.65527755,-0.41276994,0.6025029,0.02211912,0.41930747,0.7369141,0.6119033,0.5944765,0.6348747,0.5716218,0.5576417,0.5508563,0.6910955,0.64906114,0.38976648,0.54580903,0.5583685,0.4338762,0.663918,0.53742975,0.7747677
2.0,-0.914872,0.38934594,0.5394921,0.41504964,0.2187694,-0.57185924,0.6403248,0.6008709,-0.0049543716,0.4824161,0.88176423,-0.73805356,0.48449963,-0.6482455,-0.41463685,0.5956639,0.017923668,0.42104217,0.7394937,0.613745,0.600817,0.63624376,0.57334805,0.55938,0.5541543,0.70016986,0.6477168,0.39412168,0.5493193,0.5602173,0.4415106,0.666957,0.54106534,0.77672505
2.0,-0.9125098,0.38832945,0.5374251,0.41446927,0.2179867,-0.5700402,0.6386969,0.5994293,-0.004182771,0.4806623,0.87934244,-0.73691994,0.48299307,-0.646705,-0.41397735,0.59418714,0.017430112,0.42204905,0.7403802,0.6144815,0.6021605,0.63723785,0.57448244,0.5601381,0.5555383,0.70126987,0.6483038,0.39541543,0.5506223,0.5615937,0.44327563,0.6678817,0.541868,0.77730983
1.0,-0.91459244,0.38964462,0.5409833,0.41645437,0.22071657,-0.5717831,0.63998,0.60075504,-0.0060147885,0.482818,0.8820931,-0.73757267,0.4852528,-0.6490279,-0.41322142,0.5965171,0.018892989,0.42157197,0.73957103,0.61393476,0.60003614,0.6369614,0.5740891,0.5596247,0.5545917,0.6980511,0.64891654,0.39404258,0.54954433,0.56122077,0.4407615,0.6669229,0.5406374,0.77667534
2.0,-0.9146717,0.38949287,0.5402422,0.41580948,0.2198017,-0.57178473,0.640112,0.6007666,-0.0054932795,0.4826002,0.88190264,-0.73775864,0.48487663,-0.64863306,-0.41387945,0.5960913,0.01843743,0.42134342,0.7395534,0.61386305,0.600428,0.6366509,0.57375973,0.55952525,0.55442,0.69907904,0.64836985,0.394105,0.54947245,0.5607807,0.4411478,0.66696155,0.54085124,0.77672285
7.0,-0.9193659,0.39226407,0.5474544,0.41963965,0.22496215,-0.5756349,0.64305806,0.6037949,-0.009103376,0.4871347,0.8878358,-0.7394141,0.48953736,-0.6533696,-0.41274342,0.60094875,0.02126275,0.42004722,0.7377774,0.61258316,0.5961078,0.63575315,0.57255226,0.55827475,0.5521624,0.6928642,0.6492206,0.39112672,0.5469386,0.5595186,0.43595582,0.6648692,0.53828984,0.77532375
2.0,-0.9166717,0.39033514,0.5421567,0.41641274,0.22052267,-0.5732602,0.6414318,0.6020848,-0.0062302705,0.48408526,0.88391006,-0.73871577,0.4861132,-0.6499089,-0.41435102,0.5975725,0.01891999,0.42047638,0.73882335,0.6132585,0.59924316,0.63593894,0.5728716,0.5588753,0.553312,0.69788605,0.64796054,0.39302462,0.5482862,0.5597391,0.43962732,0.6661666,0.5400718,0.7761699
2.0,-0.917696,0.3909986,0.5439438,0.41752914,0.22181359,-0.5741099,0.6420499,0.60277283,-0.0070757717,0.4851297,0.8852818,-0.73897547,0.4871747,-0.650967,-0.41405028,0.5989313,0.019662097,0.42016676,0.73845184,0.6130081,0.5982081,0.6358957,0.5726451,0.55858284,0.55290055,0.69631666,0.64827245,0.39235896,0.5476677,0.55960125,0.43841377,0.6657163,0.53937596,0.7758746
1.0,-0.9198233,0.39246804,0.54773116,0.41963282,0.22506171,-0.57603186,0.643422,0.6040054,-0.009203227,0.48746884,0.8883327,-0.7396477,0.48986095,-0.65367436,-0.41291222,0.60103035,0.021299392,0.41987064,0.7375912,0.6124235,0.5958914,0.6354421,0.5722703,0.55813944,0.5518288,0.69283956,0.6490308,0.3908642,0.5467448,0.55913335,0.43563804,0.66468626,0.5382238,0.7752439
3.0,-0.9183836,0.39139247,0.5447237,0.41790342,0.22238353,-0.5747094,0.6425553,0.60311675,-0.0074493885,0.48575974,0.88614154,-0.7392441,0.48781246,-0.6516038,-0.4140623,0.5993546,0.0199382,0.41995925,0.7381716,0.61279714,0.5976877,0.63561106,0.5723512,0.55840355,0.55249166,0.69580424,0.6482351,0.3919301,0.54736775,0.55924165,0.43775642,0.6654327,0.5391281,0.775736
4.0,-0.9197814,0.39241898,0.5475926,0.41952854,0.22491235,-0.57598406,0.6433977,0.6039832,-0.00911697,0.4873966,0.88824266,-0.7396493,0.48976547,-0.65357745,-0.4129873,0.60095483,0.021225914,0.4198592,0.73761004,0.61243165,0.5959748,0.63543093,0.57225674,0.5581414,0.55184036,0.69298893,0.64897186,0.39090392,0.54675597,0.55911285,0.43573153,0.6647103,0.53826475,0.7752575
2.0,-0.92089695,0.39325225,0.54996586,0.42102984,0.22695333,-0.57696867,0.6440383,0.60473466,-0.010445237,0.4887048,0.88991606,-0.73993134,0.49127048,-0.655109,-0.41214806,0.6024951,0.022302747,0.4197194,0.73718715,0.6121608,0.594585,0.6354285,0.5721946,0.5579042,0.5514028,0.69064796,0.64962137,0.3901029,0.54618216,0.55911994,0.43412253,0.6641673,0.53745717,0.7748753
7.0,-0.92024994,0.3928218,0.548817,0.42036992,0.22602567,-0.5764087,0.64364064,0.6043181,-0.009819636,0.48802012,0.8890202,-0.73972195,0.49050683,-0.654337,-0.4124679,0.60176873,0.021814391,0.41984367,0.7374333,0.61233336,0.59527093,0.63552475,0.57231057,0.55805653,0.55170333,0.69170886,0.6493949,0.39054164,0.5465115,0.55923754,0.43493736,0.66446936,0.53784364,0.7750796
1.0,-0.916508,0.39046222,0.5425987,0.4168804,0.22128755,-0.5732603,0.6413132,0.6019151,-0.0066016447,0.48422122,0.8840558,-0.7384972,0.48645943,-0.65024275,-0.4137928,0.59766835,0.019262224,0.42074332,0.7388554,0.61333275,0.59898204,0.63612187,0.5731341,0.55900437,0.5534525,0.69724697,0.64839673,0.3929979,0.548487,0.5600565,0.4393625,0.666174,0.5400102,0.77620983
1.0,-0.9198606,0.3922968,0.5471983,0.41912702,0.22430283,-0.5759455,0.64346296,0.6040744,-0.008815702,0.4872589,0.8880782,-0.7397992,0.48946774,-0.65328807,-0.41340923,0.60081166,0.02094309,0.4196811,0.737597,0.6123875,0.59620637,0.63529295,0.57207537,0.55806357,0.55174804,0.6935147,0.648636,0.3909493,0.5466402,0.5588815,0.4359728,0.6647162,0.53834724,0.7752392
5.0,-0.91831154,0.39128,0.5443003,0.41744468,0.22201139,-0.5746703,0.64255637,0.6030203,-0.007259747,0.4855997,0.885973,-0.7393207,0.48767823,-0.65145314,-0.41421303,0.5988887,0.01970926,0.4199854,0.738182,0.61278063,0.59789985,0.63539976,0.57227784,0.55842865,0.5524058,0.69627875,0.6480166,0.39198822,0.547473,0.55903804,0.43795222,0.6654519,0.53935367,0.7757634
2.0,-0.9143632,0.38933676,0.53990936,0.4156473,0.21963859,-0.5715407,0.639904,0.60057616,-0.005374469,0.4823507,0.88155407,-0.7376407,0.48465616,-0.6484145,-0.41381368,0.59581995,0.018332258,0.42147878,0.73966473,0.6139519,0.6006321,0.63674176,0.5739002,0.55962914,0.5545803,0.6992786,0.64840674,0.39428213,0.54965585,0.56092495,0.44140548,0.66708064,0.54099435,0.77679163
6.0,-0.9196531,0.39234626,0.5473888,0.4193786,0.22480127,-0.5758966,0.6433269,0.60388076,-0.009042401,0.48728186,0.88809246,-0.7396179,0.4896767,-0.65348625,-0.41298297,0.60073954,0.021147043,0.41992486,0.7376492,0.61245966,0.59608537,0.6354124,0.57229525,0.55818987,0.55187696,0.69315803,0.6489467,0.39097586,0.5468596,0.5591213,0.43585515,0.66475695,0.5383703,0.7752938
2.0,-0.91569877,0.39017528,0.542149,0.4169233,0.22131658,-0.57264936,0.6407263,0.60143757,-0.00649759,0.48371005,0.8833089,-0.73805434,0.48606533,-0.6498529,-0.4133865,0.59734833,0.019249007,0.42113826,0.7391569,0.61360294,0.59930336,0.6365736,0.5736168,0.5592822,0.55398107,0.69729036,0.648771,0.3934109,0.5489356,0.56067187,0.43983096,0.6664772,0.54019165,0.77639484
1.0,-0.91233814,0.3882259,0.5371425,0.41430104,0.21780214,-0.569906,0.6385998,0.59930557,-0.0040612966,0.48049718,0.8791261,-0.7368708,0.48283488,-0.6465442,-0.4140057,0.59395635,0.017315656,0.42211014,0.7404398,0.6145242,0.6023199,0.6372441,0.5745247,0.560193,0.55560607,0.70150936,0.64826256,0.3955233,0.5507324,0.56161934,0.44346473,0.6679573,0.5419855,0.77735984
7.0,-0.9205994,0.39280796,0.5483253,0.4197504,0.22525433,-0.57666224,0.64399296,0.60443956,-0.009407798,0.48803258,0.88915306,-0.74001765,0.49036586,-0.6541519,-0.41317385,0.601406,0.021416381,0.4195339,0.73729545,0.61217284,0.59548944,0.63504004,0.5718371,0.5578892,0.5513298,0.6926236,0.6487751,0.39043152,0.5463329,0.5585897,0.43508336,0.6643784,0.5380107,0.77507603
7.0,-0.9203127,0.39274412,0.548475,0.4200374,0.22553205,-0.5764175,0.64371544,0.60435224,-0.009550439,0.48791534,0.88893074,-0.73981714,0.4903025,-0.6541128,-0.4128292,0.60160714,0.021582082,0.41970125,0.7374195,0.61229527,0.59546244,0.6353754,0.5721326,0.5579908,0.5516094,0.6922085,0.6491054,0.39056444,0.54643565,0.55900973,0.43512306,0.6644735,0.53793037,0.77509063
5.0,-0.92382485,0.39498174,0.554389,0.4233853,0.23012093,-0.5793861,0.64588404,0.60665804,-0.0127125345,0.4914896,0.89364123,-0.7410193,0.49420607,-0.6580461,-0.41137058,0.60547286,0.024035007,0.4189058,0.7361067,0.61134887,0.59193677,0.63479835,0.57138395,0.5571175,0.54995805,0.68684715,0.65011543,0.38824794,0.54457295,0.55824006,0.43091866,0.66287017,0.5358863,0.7739864
1.0,-0.9191383,0.39196426,0.5463686,0.4188013,0.22387981,-0.5754098,0.64299977,0.6035837,-0.008442383,0.486678,0.8873093,-0.7394685,0.4889474,-0.65275383,-0.41336492,0.60020375,0.020688564,0.4199576,0.7378615,0.6125986,0.5967067,0.63550735,0.5723464,0.5582822,0.55213124,0.69414055,0.64869493,0.39135578,0.54706615,0.55919725,0.43659508,0.6650191,0.53866506,0.775458
3.0,-0.9240294,0.39502293,0.5543489,0.42323688,0.2299577,-0.5795337,0.64606196,0.6067513,-0.012643436,0.4915796,0.8937862,-0.74115455,0.49423963,-0.6580691,-0.41158625,0.605418,0.023948029,0.41878265,0.73602355,0.6112702,0.59193325,0.6346151,0.57120466,0.5570448,0.5497869,0.6870378,0.6499166,0.3881591,0.5444748,0.55799395,0.4308776,0.6627993,0.5359043,0.7739579
5.0,-0.9226239,0.39409834,0.5518525,0.42178515,0.22794479,-0.5783424,0.6452085,0.60581446,-0.011265175,0.49010307,0.8918595,-0.74067837,0.49259502,-0.6564015,-0.41230896,0.6038122,0.022884354,0.41905618,0.7365499,0.6116446,0.59341824,0.6348063,0.57144773,0.5573746,0.55042946,0.68937945,0.64941865,0.38910097,0.54520595,0.55823857,0.43263406,0.6634497,0.5367552,0.77441907
4.0,-0.9195311,0.39224124,0.54708946,0.41922325,0.22449347,-0.57576877,0.64325327,0.6038149,-0.008840732,0.48711437,0.8878813,-0.7395793,0.4894476,-0.6532539,-0.41314945,0.60062754,0.021003038,0.4198979,0.7377045,0.612494,0.5962687,0.6354415,0.57228047,0.5581976,0.5519437,0.69347507,0.6488465,0.39107946,0.5468867,0.5591253,0.43607467,0.6648317,0.5384369,0.775342
2.0,-0.9200541,0.39237422,0.5473651,0.419205,0.22428736,-0.57608765,0.6435875,0.60421866,-0.008830229,0.4873771,0.8882665,-0.73986626,0.4895401,-0.65334105,-0.41352627,0.60103786,0.020973146,0.41954827,0.73753977,0.6123364,0.59611773,0.63525176,0.57195866,0.55797505,0.5516579,0.6934591,0.6485714,0.39085272,0.5464749,0.55878085,0.435855,0.66464883,0.5382408,0.77519464
7.0,-0.9185624,0.39160812,0.54544604,0.41839105,0.223122,-0.574909,0.6426309,0.60324115,-0.007905979,0.4860887,0.88654244,-0.739231,0.48826844,-0.65206325,-0.41363335,0.5997536,0.020314217,0.42003796,0.7380954,0.6127686,0.59727556,0.6356942,0.57246476,0.55840105,0.55245674,0.6949786,0.6485579,0.3917478,0.54730725,0.55938554,0.4372946,0.6653059,0.5389207,0.7756438
1.0,-0.9139204,0.3891331,0.5394851,0.41553226,0.21941882,-0.5711833,0.63959557,0.60031897,-0.005182484,0.4820001,0.88107395,-0.737426,0.4843216,-0.6480741,-0.4137501,0.5955779,0.018215254,0.42163545,0.739838,0.6140927,0.6009125,0.6369462,0.5740958,0.5597571,0.5548518,0.6995408,0.6484907,0.39453706,0.5498738,0.5611828,0.44177297,0.66726524,0.54113096,0.7769059
4.0,-0.9214277,0.39335245,0.54991984,0.42069075,0.22653627,-0.57733375,0.6444658,0.6050265,-0.010292258,0.48892838,0.8902776,-0.74028563,0.49134147,-0.6551627,-0.41267994,0.60246766,0.022103757,0.41938615,0.7369853,0.61196417,0.59455913,0.6350064,0.57175887,0.55770224,0.55099094,0.6910519,0.6491423,0.38987806,0.54588515,0.55853784,0.43400526,0.66398495,0.53745735,0.7747761
7.0,-0.9199273,0.39261347,0.54823333,0.4200176,0.22556284,-0.57614505,0.6434471,0.60409874,-0.009504633,0.48767853,0.8885885,-0.73962003,0.4901451,-0.65396273,-0.4126231,0.6013715,0.021566555,0.41991258,0.73755544,0.6124158,0.5956168,0.6355462,0.57235736,0.5581328,0.5518381,0.692267,0.64927506,0.3907527,0.54668474,0.55927336,0.43533856,0.66461563,0.53805035,0.77518696
4.0,-0.92065513,0.39308017,0.5495161,0.42078432,0.2265577,-0.57674164,0.64388365,0.6045935,-0.010182302,0.48843414,0.88955873,-0.7398531,0.4909439,-0.6547822,-0.4123082,0.60225755,0.022106007,0.41974258,0.7372842,0.6122282,0.5948596,0.63548386,0.5722301,0.55795145,0.55152696,0.6910705,0.6495216,0.39027736,0.546284,0.55917084,0.4344531,0.6642871,0.53758854,0.77495134
5.0,-0.9122476,0.3880884,0.53680646,0.41405848,0.21739292,-0.56976247,0.6385254,0.5993048,-0.0038407017,0.48030657,0.8788744,-0.7368976,0.4825573,-0.646278,-0.41420755,0.5938448,0.017132446,0.4220533,0.740492,0.61454344,0.6025339,0.6372525,0.57449704,0.5601831,0.5556528,0.70184624,0.6481127,0.39563307,0.5507203,0.56159073,0.44371504,0.6680198,0.54205465,0.77737087
2.0,-0.91337746,0.38880122,0.538577,0.4150413,0.21873516,-0.5707362,0.63926214,0.5999687,-0.0047140885,0.4814477,0.8803732,-0.73724675,0.4837488,-0.64748263,-0.41393593,0.5949846,0.01784806,0.42176276,0.74004894,0.6142365,0.6014546,0.63702404,0.57419986,0.55989116,0.5551014,0.700365,0.6483449,0.39488965,0.5501561,0.5612874,0.4424153,0.6675153,0.5414436,0.77707577
5.0,-0.9209692,0.39289296,0.54852575,0.41972703,0.22517633,-0.57686776,0.64423585,0.6047179,-0.009455102,0.48823965,0.8894061,-0.7402499,0.490448,-0.65426135,-0.4133838,0.60162497,0.021401972,0.41932645,0.7371632,0.61205715,0.59536207,0.6348979,0.5716463,0.55776143,0.551121,0.692542,0.648597,0.3902761,0.54608697,0.5583573,0.4349166,0.6642461,0.5379004,0.77495736
2.0,-0.91441476,0.38899976,0.5385398,0.4145546,0.21787515,-0.57142353,0.64003444,0.6006255,-0.004372461,0.48185194,0.8810547,-0.7379168,0.48380852,-0.64754355,-0.4150265,0.5952373,0.017493427,0.42103267,0.7396958,0.6138703,0.60140216,0.63634706,0.5733658,0.5594434,0.5543965,0.7011134,0.6474675,0.39447364,0.5494685,0.56027865,0.44220877,0.6672108,0.5413068,0.7768778
3.0,-0.91775036,0.39108568,0.54392856,0.4175732,0.22194391,-0.5742271,0.64215666,0.602686,-0.0070823617,0.48523068,0.8854422,-0.7389702,0.48731875,-0.6511009,-0.41407228,0.59878147,0.019678637,0.4201867,0.73840284,0.61297894,0.5981614,0.6357815,0.57256734,0.55859256,0.5528194,0.69643414,0.64824593,0.3922972,0.5477416,0.5594893,0.43834132,0.6657056,0.53942573,0.77593267
7.0,-0.9210201,0.3932491,0.5497766,0.420786,0.22669244,-0.57706606,0.64417225,0.60476065,-0.0103042815,0.4887144,0.88996845,-0.74004114,0.49123865,-0.6550612,-0.41238838,0.6023117,0.02215755,0.4196251,0.7371321,0.6121002,0.59466285,0.6352318,0.5720257,0.55785394,0.5512566,0.69098717,0.64939505,0.39006045,0.5461429,0.5588719,0.4341705,0.6641318,0.53753936,0.7748779
5.0,-0.91882825,0.39197814,0.5467605,0.41933036,0.224529,-0.575197,0.64270735,0.60345304,-0.008772029,0.48666483,0.8871968,-0.73919547,0.48906314,-0.65289885,-0.4127831,0.6004865,0.02101919,0.4202225,0.7379781,0.6127389,0.59652996,0.6359164,0.57274044,0.558429,0.5524511,0.69340223,0.6492131,0.39145365,0.5472339,0.5597404,0.43648198,0.6651032,0.5385354,0.7754777
6.0,-0.9212655,0.39338064,0.550095,0.4209279,0.22689998,-0.5772665,0.64433426,0.6049149,-0.010461992,0.48893195,0.8902624,-0.7401435,0.49146044,-0.6552823,-0.4123614,0.6025146,0.022270292,0.41954967,0.73703945,0.61202824,0.59446776,0.63515437,0.5719413,0.55778635,0.5511227,0.6907357,0.6494009,0.38991058,0.5460124,0.558769,0.43392783,0.6640245,0.53743017,0.774807
6.0,-0.9192247,0.39164543,0.544937,0.41753528,0.22213352,-0.57537556,0.6432175,0.6035586,-0.007454695,0.48622936,0.88687235,-0.7397813,0.48818582,-0.6519488,-0.41459048,0.5993436,0.019799232,0.41955724,0.73783827,0.612487,0.597467,0.63494307,0.5717621,0.5581252,0.5518287,0.6960814,0.64767826,0.3915022,0.5469618,0.5584025,0.43735397,0.66510093,0.5391013,0.7755575
4.0,-0.9189992,0.39181995,0.5460984,0.41861016,0.22356594,-0.5752304,0.64288217,0.60356045,-0.008286079,0.48648316,0.8870288,-0.73945755,0.48868477,-0.6525064,-0.41347042,0.60011506,0.020549163,0.41994965,0.73792744,0.61264026,0.59688973,0.6355708,0.5723891,0.5583017,0.55222046,0.69434667,0.6486211,0.39148086,0.54708344,0.559251,0.436823,0.66508734,0.53872645,0.7754644
1.0,-0.90891296,0.386243,0.53217,0.41175902,0.21429548,-0.56707,0.63638926,0.5972224,-0.0016710665,0.4772182,0.8748661,-0.7356752,0.47955155,-0.6431694,-0.41451213,0.59068966,0.015411809,0.42309263,0.7417753,0.6154754,0.6053585,0.63801646,0.5754886,0.56111246,0.5573081,0.70560104,0.64782476,0.39768445,0.5524884,0.5626609,0.44714588,0.66946304,0.54372936,0.7782942
